"","Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"727",2018-03-15,"AQS",370350004,4,7.2,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"728",2018-03-16,"AQS",370350004,4,9.1,"ug/m3 LC",38,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"729",2018-03-17,"AQS",370350004,4,10.8,"ug/m3 LC",45,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"730",2018-03-18,"AQS",370350004,4,4.1,"ug/m3 LC",17,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"731",2018-03-19,"AQS",370350004,4,9.2,"ug/m3 LC",38,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"732",2018-03-20,"AQS",370350004,4,4.8,"ug/m3 LC",20,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"733",2018-03-21,"AQS",370350004,4,1.6,"ug/m3 LC",7,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"734",2018-03-22,"AQS",370350004,4,4.1,"ug/m3 LC",17,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"735",2018-03-23,"AQS",370350004,4,5.7,"ug/m3 LC",24,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"736",2018-03-24,"AQS",370350004,4,8.7,"ug/m3 LC",36,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"737",2018-03-25,"AQS",370350004,4,3.5,"ug/m3 LC",15,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"738",2018-03-26,"AQS",370350004,4,4.9,"ug/m3 LC",20,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"739",2018-03-27,"AQS",370350004,4,6.6,"ug/m3 LC",28,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"740",2018-03-28,"AQS",370350004,4,10.1,"ug/m3 LC",42,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"741",2018-03-29,"AQS",370350004,4,11,"ug/m3 LC",46,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"742",2018-03-30,"AQS",370350004,4,1.5,"ug/m3 LC",6,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"743",2018-03-31,"AQS",370350004,4,3.4,"ug/m3 LC",14,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"744",2018-04-01,"AQS",370350004,4,6.3,"ug/m3 LC",26,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"745",2018-04-02,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"746",2018-04-03,"AQS",370350004,4,9.6,"ug/m3 LC",40,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"747",2018-04-04,"AQS",370350004,4,3.3,"ug/m3 LC",14,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"748",2018-04-05,"AQS",370350004,4,4.9,"ug/m3 LC",20,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"749",2018-04-06,"AQS",370350004,4,8.9,"ug/m3 LC",37,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"750",2018-04-07,"AQS",370350004,4,5.2,"ug/m3 LC",22,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"751",2018-04-08,"AQS",370350004,4,2.9,"ug/m3 LC",12,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"752",2018-04-14,"AQS",370350004,4,10.5,"ug/m3 LC",44,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"753",2018-04-15,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"754",2018-04-16,"AQS",370350004,4,0.6,"ug/m3 LC",3,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"755",2018-04-17,"AQS",370350004,4,5.3,"ug/m3 LC",22,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"756",2018-04-18,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"757",2018-04-19,"AQS",370350004,4,6.5,"ug/m3 LC",27,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"758",2018-04-20,"AQS",370350004,4,6.3,"ug/m3 LC",26,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"759",2018-04-21,"AQS",370350004,4,8.7,"ug/m3 LC",36,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"760",2018-04-22,"AQS",370350004,4,12.1,"ug/m3 LC",51,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"761",2018-04-23,"AQS",370350004,4,4.9,"ug/m3 LC",20,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"762",2018-04-24,"AQS",370350004,4,2.2,"ug/m3 LC",9,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"763",2018-04-25,"AQS",370350004,4,2.6,"ug/m3 LC",11,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"764",2018-04-26,"AQS",370350004,4,3.8,"ug/m3 LC",16,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"765",2018-04-27,"AQS",370350004,4,4,"ug/m3 LC",17,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"766",2018-04-28,"AQS",370350004,4,8.4,"ug/m3 LC",35,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"767",2018-04-29,"AQS",370350004,4,3.2,"ug/m3 LC",13,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"768",2018-04-30,"AQS",370350004,4,6.9,"ug/m3 LC",29,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"769",2018-05-01,"AQS",370350004,4,8.1,"ug/m3 LC",34,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"770",2018-05-02,"AQS",370350004,4,11,"ug/m3 LC",46,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"771",2018-05-03,"AQS",370350004,4,11.5,"ug/m3 LC",48,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"772",2018-05-04,"AQS",370350004,4,10.6,"ug/m3 LC",44,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"773",2018-05-05,"AQS",370350004,4,14.5,"ug/m3 LC",56,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"774",2018-05-06,"AQS",370350004,4,6.4,"ug/m3 LC",27,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"775",2018-05-07,"AQS",370350004,4,7.8,"ug/m3 LC",33,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"776",2018-05-08,"AQS",370350004,4,8.4,"ug/m3 LC",35,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"777",2018-05-09,"AQS",370350004,4,11.5,"ug/m3 LC",48,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"778",2018-05-10,"AQS",370350004,4,11.8,"ug/m3 LC",49,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"779",2018-05-11,"AQS",370350004,4,11.3,"ug/m3 LC",47,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"780",2018-05-12,"AQS",370350004,4,14.3,"ug/m3 LC",56,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"781",2018-05-13,"AQS",370350004,4,14.4,"ug/m3 LC",56,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"782",2018-05-14,"AQS",370350004,4,15.5,"ug/m3 LC",58,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"783",2018-05-15,"AQS",370350004,4,7.2,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"784",2018-05-16,"AQS",370350004,4,4.5,"ug/m3 LC",19,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"785",2018-05-17,"AQS",370350004,4,5.4,"ug/m3 LC",23,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"786",2018-05-18,"AQS",370350004,4,5.8,"ug/m3 LC",24,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"787",2018-05-19,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"788",2018-05-20,"AQS",370350004,4,9.4,"ug/m3 LC",39,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"789",2018-05-21,"AQS",370350004,4,8,"ug/m3 LC",33,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"790",2018-05-22,"AQS",370350004,4,7.4,"ug/m3 LC",31,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"791",2018-05-23,"AQS",370350004,4,6.1,"ug/m3 LC",25,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"792",2018-05-24,"AQS",370350004,4,10.3,"ug/m3 LC",43,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"793",2018-05-25,"AQS",370350004,4,4.7,"ug/m3 LC",20,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"794",2018-05-26,"AQS",370350004,4,4.5,"ug/m3 LC",19,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"795",2018-05-27,"AQS",370350004,4,7,"ug/m3 LC",29,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"796",2018-05-28,"AQS",370350004,4,3.9,"ug/m3 LC",16,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"797",2018-05-29,"AQS",370350004,4,4.1,"ug/m3 LC",17,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"798",2018-05-30,"AQS",370350004,4,6.8,"ug/m3 LC",28,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"799",2018-05-31,"AQS",370350004,4,5.7,"ug/m3 LC",24,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"800",2018-06-01,"AQS",370350004,4,7.1,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"801",2018-06-02,"AQS",370350004,4,6.5,"ug/m3 LC",27,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"802",2018-06-03,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"803",2018-06-04,"AQS",370350004,4,5.5,"ug/m3 LC",23,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"804",2018-06-05,"AQS",370350004,4,7.9,"ug/m3 LC",33,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"805",2018-06-06,"AQS",370350004,4,8.5,"ug/m3 LC",35,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"806",2018-06-07,"AQS",370350004,4,11.9,"ug/m3 LC",50,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"807",2018-06-08,"AQS",370350004,4,17.4,"ug/m3 LC",62,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"808",2018-06-09,"AQS",370350004,4,17.8,"ug/m3 LC",63,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"809",2018-06-10,"AQS",370350004,4,14.1,"ug/m3 LC",55,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"810",2018-06-11,"AQS",370350004,4,9.2,"ug/m3 LC",38,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"811",2018-06-12,"AQS",370350004,4,4.5,"ug/m3 LC",19,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"812",2018-06-13,"AQS",370350004,4,7.4,"ug/m3 LC",31,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"813",2018-06-14,"AQS",370350004,4,7.9,"ug/m3 LC",33,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"814",2018-06-15,"AQS",370350004,4,9.9,"ug/m3 LC",41,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"815",2018-06-16,"AQS",370350004,4,14.8,"ug/m3 LC",57,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"816",2018-06-17,"AQS",370350004,4,11.9,"ug/m3 LC",50,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"817",2018-06-18,"AQS",370350004,4,11.4,"ug/m3 LC",48,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"818",2018-06-19,"AQS",370350004,4,10.9,"ug/m3 LC",45,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"819",2018-06-20,"AQS",370350004,4,14.7,"ug/m3 LC",56,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"820",2018-06-21,"AQS",370350004,4,10.2,"ug/m3 LC",43,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"821",2018-06-22,"AQS",370350004,4,7.1,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"822",2018-06-23,"AQS",370350004,4,6.5,"ug/m3 LC",27,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"823",2018-06-24,"AQS",370350004,4,7,"ug/m3 LC",29,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"824",2018-06-25,"AQS",370350004,4,7.7,"ug/m3 LC",32,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"825",2018-06-26,"AQS",370350004,4,7,"ug/m3 LC",29,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"826",2018-06-27,"AQS",370350004,4,6,"ug/m3 LC",25,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"827",2018-06-28,"AQS",370350004,4,7.2,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"828",2018-06-29,"AQS",370350004,4,8.1,"ug/m3 LC",34,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"829",2018-06-30,"AQS",370350004,4,13.9,"ug/m3 LC",55,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"830",2018-07-01,"AQS",370350004,4,7.9,"ug/m3 LC",33,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"831",2018-07-02,"AQS",370350004,4,6.3,"ug/m3 LC",26,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"832",2018-07-03,"AQS",370350004,4,10.3,"ug/m3 LC",43,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"833",2018-07-04,"AQS",370350004,4,16.5,"ug/m3 LC",60,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"834",2018-07-05,"AQS",370350004,4,9.2,"ug/m3 LC",38,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"835",2018-07-06,"AQS",370350004,4,7.5,"ug/m3 LC",31,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"836",2018-07-07,"AQS",370350004,4,7.1,"ug/m3 LC",30,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"837",2018-07-08,"AQS",370350004,4,5.4,"ug/m3 LC",23,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"838",2018-07-09,"AQS",370350004,4,6.8,"ug/m3 LC",28,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"839",2018-07-10,"AQS",370350004,4,9.6,"ug/m3 LC",40,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
"840",2018-07-11,"AQS",370350004,4,11.7,"ug/m3 LC",49,"Hickory Water Tower",1,100,88101,"PM2.5 - Local Conditions",25860,"Hickory-Lenoir-Morganton, NC",37,"North Carolina",35,"Catawba",35.728889,-81.365556
