"","Date","Source","Site.ID","POC","Daily.Mean.PM2.5.Concentration","UNITS","DAILY_AQI_VALUE","Site.Name","DAILY_OBS_COUNT","PERCENT_COMPLETE","AQS_PARAMETER_CODE","AQS_PARAMETER_DESC","CBSA_CODE","CBSA_NAME","STATE_CODE","STATE","COUNTY_CODE","COUNTY","SITE_LATITUDE","SITE_LONGITUDE"
"4457",2018-06-10,"AQS",371010002,3,11.2,"ug/m3 LC",47,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4458",2018-06-11,"AQS",371010002,3,9.6,"ug/m3 LC",40,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4459",2018-06-12,"AQS",371010002,3,7.2,"ug/m3 LC",30,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4460",2018-06-13,"AQS",371010002,3,10.8,"ug/m3 LC",45,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4461",2018-06-14,"AQS",371010002,3,11.8,"ug/m3 LC",49,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4462",2018-06-15,"AQS",371010002,3,11.2,"ug/m3 LC",47,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4463",2018-06-16,"AQS",371010002,3,11.8,"ug/m3 LC",49,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4464",2018-06-17,"AQS",371010002,3,10.8,"ug/m3 LC",45,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4465",2018-06-18,"AQS",371010002,3,15.2,"ug/m3 LC",58,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4466",2018-06-19,"AQS",371010002,3,15,"ug/m3 LC",57,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4467",2018-06-20,"AQS",371010002,3,10.2,"ug/m3 LC",43,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4468",2018-06-21,"AQS",371010002,3,13.1,"ug/m3 LC",53,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4469",2018-06-22,"AQS",371010002,3,13.1,"ug/m3 LC",53,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4470",2018-06-23,"AQS",371010002,3,11.1,"ug/m3 LC",46,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4471",2018-06-24,"AQS",371010002,3,11.4,"ug/m3 LC",48,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4472",2018-06-25,"AQS",371010002,3,9.4,"ug/m3 LC",39,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4473",2018-06-26,"AQS",371010002,3,6.8,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4474",2018-06-27,"AQS",371010002,3,7.9,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4475",2018-06-28,"AQS",371010002,3,9.2,"ug/m3 LC",38,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4476",2018-06-29,"AQS",371010002,3,11.1,"ug/m3 LC",46,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4477",2018-06-30,"AQS",371010002,3,13.2,"ug/m3 LC",53,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4478",2018-07-01,"AQS",371010002,3,8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4479",2018-07-02,"AQS",371010002,3,11.7,"ug/m3 LC",49,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4480",2018-07-03,"AQS",371010002,3,11.6,"ug/m3 LC",48,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4481",2018-07-04,"AQS",371010002,3,8.4,"ug/m3 LC",35,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4482",2018-07-05,"AQS",371010002,3,5.6,"ug/m3 LC",23,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4483",2018-07-06,"AQS",371010002,3,5.7,"ug/m3 LC",24,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4484",2018-07-07,"AQS",371010002,3,7.1,"ug/m3 LC",30,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4485",2018-07-08,"AQS",371010002,3,4.8,"ug/m3 LC",20,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4486",2018-07-09,"AQS",371010002,3,4.2,"ug/m3 LC",18,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4487",2018-07-10,"AQS",371010002,3,11.7,"ug/m3 LC",49,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4488",2018-07-11,"AQS",371010002,3,19.8,"ug/m3 LC",67,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4489",2018-07-12,"AQS",371010002,3,14.5,"ug/m3 LC",56,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4490",2018-07-13,"AQS",371010002,3,11,"ug/m3 LC",46,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4491",2018-07-14,"AQS",371010002,3,7.8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4492",2018-07-15,"AQS",371010002,3,10.5,"ug/m3 LC",44,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4493",2018-07-16,"AQS",371010002,3,12.2,"ug/m3 LC",51,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4494",2018-07-17,"AQS",371010002,3,10.4,"ug/m3 LC",43,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4495",2018-07-18,"AQS",371010002,3,7,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4496",2018-07-19,"AQS",371010002,3,8.2,"ug/m3 LC",34,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4497",2018-07-20,"AQS",371010002,3,7.5,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4498",2018-07-21,"AQS",371010002,3,6.4,"ug/m3 LC",27,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4499",2018-07-22,"AQS",371010002,3,7.6,"ug/m3 LC",32,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4500",2018-07-23,"AQS",371010002,3,6.7,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4501",2018-07-24,"AQS",371010002,3,5.1,"ug/m3 LC",21,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4502",2018-07-25,"AQS",371010002,3,5.7,"ug/m3 LC",24,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4503",2018-07-26,"AQS",371010002,3,8.6,"ug/m3 LC",36,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4504",2018-07-27,"AQS",371010002,3,10.7,"ug/m3 LC",45,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4505",2018-07-28,"AQS",371010002,3,10.6,"ug/m3 LC",44,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4506",2018-07-29,"AQS",371010002,3,8.2,"ug/m3 LC",34,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4507",2018-07-30,"AQS",371010002,3,5.8,"ug/m3 LC",24,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4508",2018-07-31,"AQS",371010002,3,6.6,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4509",2018-08-01,"AQS",371010002,3,6.5,"ug/m3 LC",27,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4510",2018-08-02,"AQS",371010002,3,5.7,"ug/m3 LC",24,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4511",2018-08-03,"AQS",371010002,3,4.1,"ug/m3 LC",17,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4512",2018-08-04,"AQS",371010002,3,5.4,"ug/m3 LC",23,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4513",2018-08-05,"AQS",371010002,3,8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4514",2018-08-06,"AQS",371010002,3,14.6,"ug/m3 LC",56,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4515",2018-08-07,"AQS",371010002,3,9.4,"ug/m3 LC",39,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4516",2018-08-08,"AQS",371010002,3,7.3,"ug/m3 LC",30,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4517",2018-08-09,"AQS",371010002,3,8.5,"ug/m3 LC",35,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4518",2018-08-10,"AQS",371010002,3,12,"ug/m3 LC",50,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4519",2018-08-11,"AQS",371010002,3,10.5,"ug/m3 LC",44,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4520",2018-08-12,"AQS",371010002,3,8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4521",2018-08-13,"AQS",371010002,3,6.2,"ug/m3 LC",26,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4522",2018-08-18,"AQS",371010002,3,6.7,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4523",2018-08-19,"AQS",371010002,3,7.4,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4524",2018-08-20,"AQS",371010002,3,7,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4525",2018-08-21,"AQS",371010002,3,7,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4526",2018-08-22,"AQS",371010002,3,6.9,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4527",2018-08-23,"AQS",371010002,3,11.3,"ug/m3 LC",47,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4528",2018-08-24,"AQS",371010002,3,8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4529",2018-08-25,"AQS",371010002,3,7.5,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4530",2018-08-26,"AQS",371010002,3,12.2,"ug/m3 LC",51,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4531",2018-08-27,"AQS",371010002,3,13.4,"ug/m3 LC",54,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4532",2018-08-28,"AQS",371010002,3,11,"ug/m3 LC",46,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4533",2018-08-29,"AQS",371010002,3,7.4,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4534",2018-08-30,"AQS",371010002,3,9.4,"ug/m3 LC",39,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4535",2018-08-31,"AQS",371010002,3,8.5,"ug/m3 LC",35,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4536",2018-09-01,"AQS",371010002,3,7.4,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4537",2018-09-02,"AQS",371010002,3,5.7,"ug/m3 LC",24,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4538",2018-09-03,"AQS",371010002,3,7.3,"ug/m3 LC",30,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4539",2018-09-04,"AQS",371010002,3,8.9,"ug/m3 LC",37,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4540",2018-09-05,"AQS",371010002,3,7.8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4541",2018-09-06,"AQS",371010002,3,7.4,"ug/m3 LC",31,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4542",2018-09-07,"AQS",371010002,3,9.3,"ug/m3 LC",39,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4543",2018-09-08,"AQS",371010002,3,8.9,"ug/m3 LC",37,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4544",2018-09-09,"AQS",371010002,3,8,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4545",2018-09-21,"AQS",371010002,3,12.2,"ug/m3 LC",51,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4546",2018-09-22,"AQS",371010002,3,15.4,"ug/m3 LC",58,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4547",2018-09-23,"AQS",371010002,3,12.1,"ug/m3 LC",51,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4548",2018-09-24,"AQS",371010002,3,6.8,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4549",2018-09-25,"AQS",371010002,3,5.9,"ug/m3 LC",25,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4550",2018-09-26,"AQS",371010002,3,7.6,"ug/m3 LC",32,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4551",2018-09-27,"AQS",371010002,3,6.5,"ug/m3 LC",27,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4552",2018-09-28,"AQS",371010002,3,4.6,"ug/m3 LC",19,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4553",2018-09-29,"AQS",371010002,3,4.8,"ug/m3 LC",20,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4554",2018-09-30,"AQS",371010002,3,6.1,"ug/m3 LC",25,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4555",2018-10-01,"AQS",371010002,3,7.2,"ug/m3 LC",30,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4556",2018-10-02,"AQS",371010002,3,9.8,"ug/m3 LC",41,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4557",2018-10-03,"AQS",371010002,3,9.7,"ug/m3 LC",40,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4558",2018-10-04,"AQS",371010002,3,10.9,"ug/m3 LC",45,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4559",2018-10-05,"AQS",371010002,3,11.3,"ug/m3 LC",47,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4560",2018-10-06,"AQS",371010002,3,12.3,"ug/m3 LC",51,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4561",2018-10-07,"AQS",371010002,3,9.9,"ug/m3 LC",41,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4562",2018-10-08,"AQS",371010002,3,5.6,"ug/m3 LC",23,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4563",2018-10-09,"AQS",371010002,3,5.4,"ug/m3 LC",23,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4564",2018-10-13,"AQS",371010002,3,6.2,"ug/m3 LC",26,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4565",2018-10-14,"AQS",371010002,3,5.9,"ug/m3 LC",25,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4566",2018-10-15,"AQS",371010002,3,7.7,"ug/m3 LC",32,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4567",2018-10-16,"AQS",371010002,3,6.8,"ug/m3 LC",28,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4568",2018-10-17,"AQS",371010002,3,4.7,"ug/m3 LC",20,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4569",2018-10-18,"AQS",371010002,3,4.6,"ug/m3 LC",19,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4570",2018-10-19,"AQS",371010002,3,7.9,"ug/m3 LC",33,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4571",2018-10-20,"AQS",371010002,3,8.2,"ug/m3 LC",34,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4572",2018-10-21,"AQS",371010002,3,2.8,"ug/m3 LC",12,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4573",2018-10-22,"AQS",371010002,3,3.7,"ug/m3 LC",15,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4574",2018-10-23,"AQS",371010002,3,7,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4575",2018-10-24,"AQS",371010002,3,8.4,"ug/m3 LC",35,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4576",2018-10-25,"AQS",371010002,3,7,"ug/m3 LC",29,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4577",2018-10-26,"AQS",371010002,3,4.8,"ug/m3 LC",20,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4578",2018-10-27,"AQS",371010002,3,2.1,"ug/m3 LC",9,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4579",2018-10-28,"AQS",371010002,3,4.2,"ug/m3 LC",18,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
"4580",2018-10-29,"AQS",371010002,3,3.7,"ug/m3 LC",15,"West Johnston Co.",1,100,88101,"PM2.5 - Local Conditions",39580,"Raleigh, NC",37,"North Carolina",101,"Johnston",35.59095,-78.4622
